Date,Close,High,Low,Open,Volume,d_returns,cummreturns,cummmax,drawdown,drawdown_pct
2021-08-17,283.51446533203125,283.8530479642394,281.5797411726105,282.8470126568551,20075300,-0.005173028684242015,0.9948403283865465,0.9948403283865465,0.0,0.0
2021-08-18,281.7796936035156,285.7437766750239,281.33383371424515,283.0493620131497,21813000,-0.006137608701109353,0.9887530873914494,0.9948403283865465,0.006087240995097054,0.006118812055970302
2021-08-19,287.6336975097656,288.31215930463765,279.75401063474186,279.80245951520226,29850500,0.02056224969491372,1.009294540758386,1.009294540758386,0.0,0.0
2021-08-20,294.99005126953125,296.42449908707897,288.88401298759806,290.49291228106995,40817600,0.02525384430227059,1.0351076765415006,1.0351076765415006,0.0,0.0
2021-08-23,295.2710876464844,295.9979982657904,292.5572998323028,293.9141937393936,22830200,0.0009522442853191864,1.036093821362045,1.036093821362045,0.0,0.0
2021-08-24,293.3036804199219,296.24039910333704,292.70277217642314,295.62978925007906,18175800,-0.006685351329673615,1.0291902721937467,1.036093821362045,0.006903549168298273,0.0066630540844485435
2021-08-25,292.7124938964844,295.2130544056324,291.1714463209043,294.93197390601165,20006100,-0.0020176464401586132,1.027115823560498,1.036093821362045,0.008977997801546955,0.008665236310109941
2021-08-26,289.8822937011719,293.11946582740853,289.7466190833908,291.7237949064107,17666100,-0.00971592097822245,1.017184770171716,1.036093821362045,0.01890905119032893,0.018250327142643474
2021-08-27,290.492919921875,291.6075104848054,287.691876313099,289.7853828134745,22605700,0.0021042471548877754,1.0193274318846355,1.036093821362045,0.016766389477409493,0.016182308138242212
2021-08-30,294.2437744140625,294.8543841734556,291.79166334629616,291.84981383975514,16348100,0.012829384492013839,1.0324890224594512,1.036093821362045,0.0036047989025937976,0.003479220538015508
2021-08-31,292.5863952636719,295.1257318031816,292.21808912531776,295.0482076794564,26285300,-0.0056485969631821795,1.0266733487642672,1.036093821362045,0.009420472597777785,0.009092296859172143
2021-09-01,292.5379638671875,295.7945395708892,292.20843452671886,293.5459551061994,18983800,-0.00016554223333626917,1.0265034050320265,1.036093821362045,0.009590416330018448,0.009256320356597555
2021-09-02,291.8788146972656,294.02076953529564,290.93867585518734,292.89650722957293,16285600,-0.0022557512843589646,1.0241904783321742,1.036093821362045,0.011903343029870728,0.011488672921746256
2021-09-03,291.8692321777344,293.2842768886712,291.016318792049,291.72382635847964,14747900,-3.2831011883989396e-05,1.0241568536743775,1.036093821362045,0.011936967687667499,0.011521126216132828
2021-09-07,290.938720703125,291.8207092025225,289.0196954561044,291.7431850784096,17180400,-0.0031932037326425538,1.02089172806647,1.036093821362045,0.015202093295574981,0.014672506468179075
2021-09-08,290.9678039550781,291.3554837424543,288.3121663545763,290.5510489231006,15046800,9.995850104766273e-05,1.0209937799737323,1.036093821362045,0.015100041388312668,0.014574009686171289
2021-09-09,288.0989685058594,292.83844092366724,287.85666491586284,291.55907086974764,19927000,-0.009908559970514362,1.0109271571047886,1.036093821362045,0.025166664257256333,0.024289947240658506
2021-09-10,286.60626220703125,290.6866744225778,286.2864346029987,289.23285342993864,19633400,-0.005194696605362193,1.0056893135162024,1.036093821362045,0.030404507845842588,0.029345322999680606
2021-09-13,287.846923828125,289.34922362690304,285.026506878026,288.3896814290302,23652900,0.004319459201366859,1.0100427429368142,1.036093821362045,0.0260510784252308,0.025143551566579322
2021-09-14,290.5607604980469,292.11150927882005,288.9227859804773,290.3378305630741,21853400,0.009383888415990482,1.0195654816116493,1.036093821362045,0.016528339750395693,0.015952551216517827
2021-09-15,295.4359741210937,295.9205813762318,292.5283305902655,293.9240018513094,28356300,0.016639430966563524,1.0366724010629247,1.0366724010629247,0.0,0.0
2021-09-16,295.8236083984375,295.910834141544,291.50092063095605,294.40856371347337,19550800,0.0013112153928393207,1.0380325934302348,1.0380325934302348,0.0,0.0
2021-09-17,290.6383361816406,295.12580387619147,290.3088068137098,294.8059761178721,41372500,-0.017683695896135936,1.0198376914209473,1.0380325934302348,0.018194902009287528,0.017528256939564384
2021-09-20,285.2397155761719,289.5236551795154,280.60687307255535,287.2072191386727,38278700,-0.01874972920467237,1.000894158893642,1.0380325934302348,0.037138434536592824,0.035777715239043564
2021-09-21,285.7242736816406,288.379940139043,285.0167663957792,286.5868883340178,22364100,0.0016973337405414297,1.002594452895228,1.0380325934302348,0.035438140535006823,0.03413971850141966
2021-09-22,289.3880310058594,290.9775568658494,285.4433507617661,287.595007975852,26626300,0.012741187618835737,1.015450423172744,1.0380325934302348,0.022582170257490874,0.02175477957090622
2021-09-23,290.3378295898437,291.6365731856919,288.37032576939185,289.6496957275967,18604600,0.0032767192163264776,1.0187832264358347,1.0380325934302348,0.019249366994400052,0.018544087262991886
2021-09-24,290.13427734375,290.5704059878973,287.78876596007865,289.04876216977885,14999000,-0.0007013334560118743,1.018068970169896,1.0380325934302348,0.019963623260338847,0.019232173812931998
2021-09-27,285.11383056640625,287.3430119920324,283.92168613310923,287.0231842347506,23571700,-0.017455335116979175,1.0004524336916933,1.0380325934302348,0.03758015973854145,0.036203256021427786
2021-09-28,274.79156494140625,281.82806861765954,274.0452807489207,280.87822817244177,43186200,-0.03687564141075395,0.9642320379808719,1.0380325934302348,0.07380055544936293,0.07109656856292441
2021-09-29,275.25689697265625,277.9416102844579,274.29738415594045,276.3230387568277,26353700,0.0016919677973161616,0.9658648684970692,1.0380325934302348,0.07216772493316559,0.06952356350842842
2021-09-30,273.2409362792969,278.9689673465597,272.9501542128588,276.9142375539324,32343600,-0.007350875970339907,0.9587909472569404,1.0380325934302348,0.07924164617329443,0.07633830254928328
2021-10-01,280.19989013671875,281.0528035448062,272.6303280070575,273.43476294809483,30086300,0.025149285374139633,0.9832096235055637,1.0380325934302348,0.05482296992467106,0.052814304937675985
2021-10-04,274.39422607421875,278.8913942926057,271.622287577768,278.55216339696574,31350700,-0.02093738818726348,0.9628377926161754,1.0380325934302348,0.07519480081405938,0.07243973001423211
2021-10-05,279.870361328125,281.45985757328907,275.3053401798689,275.3053401798689,24993000,0.019760647070386415,0.9820533207829837,1.0380325934302348,0.05597927264725111,0.053928241754205984
2021-10-06,284.0863952636719,284.5904056402625,276.7203900908652,276.98206730927467,28002600,0.01495189987687545,0.9968472064495095,1.0380325934302348,0.04118538698072527,0.03967639093549648
2021-10-07,285.7727966308594,287.5076982326449,284.8714345745503,286.09262428442867,20430500,0.0059186771545041384,1.0027647178821608,1.0380325934302348,0.03526787554807398,0.03397569187257346
2021-10-08,285.7727966308594,287.5076982326449,284.7163567619484,287.1006152773065,17685700,0.0,1.0027647178821608,1.0380325934302348,0.03526787554807398,0.03397569187257346
2021-10-11,285.1719055175781,288.79675717080875,283.73745784943134,283.90223727824645,19298600,-0.0021049020435070674,1.0006562162515256,1.0380325934302348,0.03737637717870923,0.036006939873821274
2021-10-12,283.8634338378906,286.3446195982153,283.3497515416844,286.24769227140763,17974100,-0.004598919945313541,0.9960648441887975,1.0380325934302348,0.04196774924143731,0.04043008813697518
2021-10-13,287.1879272460937,288.1280664324026,284.4547354370626,285.83103295092565,23416300,0.011643544499610149,1.007730351661449,1.0380325934302348,0.03030224176878571,0.029191994510163032
2021-10-14,293.4296569824219,293.93363781781864,288.66110916260686,289.9986297551675,27262900,0.02150114073763334,1.029632318650388,1.0380325934302348,0.008400274779846839,0.008092496163427467
2021-10-15,294.8446960449219,295.0773276074672,291.2682926433192,293.0322699004175,25384800,0.0048108226522450255,1.0345976311749843,1.0380325934302348,0.003434962255250529,0.0033091082852220568
2021-10-18,297.8298645019531,298.72152507618847,293.3714728965588,294.2243861957909,22729300,0.010073635346667099,1.045072461672977,1.045072461672977,0.0,0.0
2021-10-19,298.7409362792969,299.7779731077033,297.7620203649493,298.8572372635613,17682100,0.00305436499555106,1.048269374201214,1.048269374201214,0.0,0.0
